id,user_id,course_id,rating,content
96,96,3,5,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat
97,97,3,5,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh
98,98,2,4,amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci
99,99,4,3,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin
100,100,2,5,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget
101,101,3,4,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent
102,102,1,5,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis
103,103,1,4,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec
104,104,2,3,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
105,105,4,4,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan
106,106,1,3,aliquet massa id lobortis convallis tortor risus dapibus augue vel
107,107,5,4,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas
108,108,3,3,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis
109,109,5,4,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis
110,110,1,4,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non
111,111,2,5,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum
112,112,2,3,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis
113,113,2,3,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras
114,114,3,4,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
115,115,4,4,nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur
116,116,2,4,rutrum neque aenean auctor gravida sem praesent id massa id
117,117,2,3,dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut
118,118,5,4,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum
119,119,5,3,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat
120,120,2,5,sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse
121,121,4,3,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur
122,122,1,5,odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt
123,123,5,5,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur
124,124,3,3,donec dapibus duis at velit eu est congue elementum in hac habitasse platea
125,125,5,3,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat
126,126,2,4,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec
127,127,1,5,magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed
128,128,2,5,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio
129,129,2,3,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu
130,130,4,4,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue
131,131,3,3,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi
132,132,3,5,erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien
133,133,4,5,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla
134,134,2,3,cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum
135,135,2,4,aliquet maecenas leo odio condimentum id luctus nec molestie sed justo
136,136,4,3,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris
137,137,3,4,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur
138,138,5,4,primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan
139,139,3,3,praesent blandit nam nulla integer pede justo lacinia eget tincidunt
140,140,4,3,suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus
141,141,2,4,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet
142,142,4,3,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim
143,143,1,5,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis
144,144,2,4,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet
145,145,1,4,semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci
146,146,1,3,tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in
147,147,5,5,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus
148,148,5,5,quis turpis sed ante vivamus tortor duis mattis egestas metus
149,149,3,4,in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed
150,150,3,5,at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin
151,151,3,3,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla
152,152,1,4,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus
153,153,4,4,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed
154,154,5,3,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti
155,155,5,5,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie
156,156,2,5,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan
157,157,2,4,mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus
158,158,1,4,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui
159,159,3,5,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum
160,160,2,3,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris
161,161,5,4,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec
162,162,5,5,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis
163,163,4,3,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis
164,164,4,3,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc
165,165,2,5,nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id
166,166,1,3,a libero nam dui proin leo odio porttitor id consequat in
167,167,5,4,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec
168,168,1,4,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel
169,169,3,3,non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel
170,170,3,3,massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada
171,171,2,5,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris
172,172,5,3,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis
173,173,5,3,sed accumsan felis ut at dolor quis odio consequat varius integer ac
174,174,3,5,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi
175,175,1,5,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget
176,176,2,3,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit
177,177,4,4,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus
178,178,1,4,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis
179,179,4,3,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa
180,180,1,4,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat
181,181,5,3,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor
182,182,1,5,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus
183,183,1,4,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius
184,184,5,5,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet
185,185,4,4,morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet
186,186,2,5,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit
187,187,5,3,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh
188,188,1,4,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer
189,189,4,5,sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit
190,190,3,4,sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
191,191,4,4,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero
192,192,4,3,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem
193,193,2,4,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum
194,194,3,4,consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam
195,195,5,5,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique
196,196,4,4,nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam
197,197,3,5,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla
198,198,3,5,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis
199,199,1,3,tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor
200,200,4,3,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante
201,201,4,4,mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus
202,202,5,3,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus
203,203,3,4,blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor
204,204,5,4,vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa
205,205,3,4,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl
206,206,2,4,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices
207,207,2,5,quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus
208,208,2,5,nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat
209,209,2,5,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim
210,210,1,5,vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus
211,211,2,5,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris
212,212,2,4,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis
213,213,1,5,purus phasellus in felis donec semper sapien a libero nam
214,214,5,3,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh
215,215,4,3,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam
216,216,3,3,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi
217,217,2,4,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum
218,218,4,5,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
219,219,3,3,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a
220,220,2,4,pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante
221,221,4,3,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia
222,222,5,5,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit
223,223,4,5,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin
224,224,5,5,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit
225,225,5,4,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient
226,226,1,4,sed tristique in tempus sit amet sem fusce consequat nulla
227,227,1,3,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis
228,228,2,5,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla
229,229,2,3,quis orci nullam molestie nibh in lectus pellentesque at nulla
230,230,4,5,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra
231,231,2,3,venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et
232,232,4,4,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices
233,233,5,3,metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget
234,234,2,5,eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus
235,235,2,5,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus
236,236,3,5,porta volutpat erat quisque erat eros viverra eget congue eget semper
237,237,5,3,condimentum neque sapien placerat ante nulla justo aliquam quis turpis
238,238,1,3,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis
239,239,2,5,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet
240,240,5,5,primis in faucibus orci luctus et ultrices posuere cubilia curae
241,241,2,3,venenatis lacinia aenean sit amet justo morbi ut odio cras
242,242,3,4,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa
243,243,3,5,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget
244,244,4,3,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem
245,245,3,3,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices
246,246,4,4,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla
247,247,1,4,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum
248,248,3,5,mauris eget massa tempor convallis nulla neque libero convallis eget
249,249,3,4,suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla
250,250,2,3,etiam justo etiam pretium iaculis justo in hac habitasse platea
251,251,1,4,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio
252,252,2,5,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien
253,253,2,4,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla
254,254,5,3,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices
255,255,4,3,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non
256,256,4,5,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus
257,257,4,4,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis
258,258,1,5,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis
259,259,3,5,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus
260,260,4,4,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus
261,261,5,4,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate
262,262,4,5,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat
263,263,3,5,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi
264,264,1,4,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices
265,265,1,4,est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu
266,266,5,3,ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est
267,267,1,5,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris
268,268,1,4,dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem
269,269,2,5,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce
270,270,3,5,vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
271,271,5,5,integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi
272,272,2,5,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut
273,273,3,3,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit
274,274,5,5,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis
275,275,3,3,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien
276,276,4,4,morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl
277,277,2,4,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros
278,278,3,3,arcu sed augue aliquam erat volutpat in congue etiam justo etiam
279,279,1,3,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus
280,280,3,4,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur
281,281,4,5,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit
282,282,3,5,augue vel accumsan tellus nisi eu orci mauris lacinia sapien
283,283,5,3,pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu
284,284,2,3,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut
285,285,1,5,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi
